"","PDGFNS2_aligned.bam"
"ENSRNOG00000006726",213
"ENSRNOG00000042478",1
"ENSRNOG00000021840",5191
"ENSRNOG00000009734",144
"ENSRNOG00000015505",337
"ENSRNOG00000039494",7
"ENSRNOG00000008851",2295
"ENSRNOG00000063857",902
"ENSRNOG00000059016",887
"ENSRNOG00000010282",1
"ENSRNOG00000010045",0
"ENSRNOG00000064820",8
"ENSRNOG00000009875",42
"ENSRNOG00000010344",2
"ENSRNOG00000006527",0
"ENSRNOG00000069039",0
"ENSRNOG00000010573",0
"ENSRNOG00000010018",0
"ENSRNOG00000066609",0
"ENSRNOG00000053449",1
"ENSRNOG00000010133",621
"ENSRNOG00000011946",2
"ENSRNOG00000037206",62
"ENSRNOG00000070578",0
"ENSRNOG00000012826",11178
"ENSRNOG00000011857",5368
"ENSRNOG00000049780",1825
"ENSRNOG00000012297",1944
"ENSRNOG00000028092",60
"ENSRNOG00000014992",4322
"ENSRNOG00000010463",0
"ENSRNOG00000005726",14
"ENSRNOG00000010591",2662
"ENSRNOG00000015191",1385
"ENSRNOG00000011750",34
"ENSRNOG00000026965",281
"ENSRNOG00000009236",1579
"ENSRNOG00000007202",1806
"ENSRNOG00000061684",918
"ENSRNOG00000024604",0
"ENSRNOG00000009513",3927
"ENSRNOG00000030870",0
"ENSRNOG00000059227",3
"ENSRNOG00000042139",0
"ENSRNOG00000053804",0
"ENSRNOG00000039862",882
"ENSRNOG00000026958",75
"ENSRNOG00000062541",571
"ENSRNOG00000051816",127
"ENSRNOG00000010421",279
"ENSRNOG00000011905",1657
"ENSRNOG00000007098",220
"ENSRNOG00000066556",1
"ENSRNOG00000008602",0
"ENSRNOG00000049203",661
"ENSRNOG00000011184",6
"ENSRNOG00000005908",552
"ENSRNOG00000011718",367
"ENSRNOG00000067026",0
"ENSRNOG00000065786",50
"ENSRNOG00000064282",16
"ENSRNOG00000064923",0
"ENSRNOG00000064556",0
"ENSRNOG00000042758",82
"ENSRNOG00000067104",0
"ENSRNOG00000063870",1
"ENSRNOG00000070261",32
"ENSRNOG00000011796",9811
"ENSRNOG00000064333",0
"ENSRNOG00000006076",686
"ENSRNOG00000068396",0
"ENSRNOG00000064991",110
"ENSRNOG00000070375",0
"ENSRNOG00000068722",0
"ENSRNOG00000010795",1244
"ENSRNOG00000006114",229
"ENSRNOG00000068426",0
"ENSRNOG00000070496",1
"ENSRNOG00000011971",4314
"ENSRNOG00000066396",13
"ENSRNOG00000069222",30
"ENSRNOG00000013004",0
"ENSRNOG00000069929",3
"ENSRNOG00000069594",163
"ENSRNOG00000007151",2466
"ENSRNOG00000068238",55
"ENSRNOG00000065327",0
"ENSRNOG00000019264",7126
"ENSRNOG00000033673",85
"ENSRNOG00000024560",0
"ENSRNOG00000070388",167
"ENSRNOG00000010880",1
"ENSRNOG00000039860",5
"ENSRNOG00000070520",0
"ENSRNOG00000062959",8720
"ENSRNOG00000064238",133
"ENSRNOG00000066290",21
"ENSRNOG00000009163",255
"ENSRNOG00000067905",0
"ENSRNOG00000019368",373
"ENSRNOG00000069100",0
"ENSRNOG00000058506",6
"ENSRNOG00000063037",16
"ENSRNOG00000007899",149
"ENSRNOG00000064449",37
"ENSRNOG00000051419",0
"ENSRNOG00000071085",0
"ENSRNOG00000010852",1494
"ENSRNOG00000070814",7
"ENSRNOG00000067290",163
"ENSRNOG00000067539",0
"ENSRNOG00000070003",9
"ENSRNOG00000062607",0
"ENSRNOG00000066335",6
"ENSRNOG00000068001",154
"ENSRNOG00000065414",3
"ENSRNOG00000066998",0
"ENSRNOG00000067701",0
"ENSRNOG00000042804",6
"ENSRNOG00000064122",268
"ENSRNOG00000052718",0
"ENSRNOG00000071208",0
"ENSRNOG00000007090",2221
"ENSRNOG00000059964",36
"ENSRNOG00000064414",0
"ENSRNOG00000011606",216
"ENSRNOG00000065777",0
"ENSRNOG00000067312",3
"ENSRNOG00000007420",0
"ENSRNOG00000070828",750
"ENSRNOG00000070985",134
"ENSRNOG00000028826",507
"ENSRNOG00000005564",1501
"ENSRNOG00000063180",0
"ENSRNOG00000023285",347
"ENSRNOG00000064175",0
"ENSRNOG00000029083",15
"ENSRNOG00000062885",0
"ENSRNOG00000057997",2
"ENSRNOG00000046851",4
"ENSRNOG00000063886",0
"ENSRNOG00000033439",2
"ENSRNOG00000060897",0
"ENSRNOG00000019689",26
"ENSRNOG00000070338",2
"ENSRNOG00000064887",0
"ENSRNOG00000068196",0
"ENSRNOG00000021401",0
"ENSRNOG00000038215",0
"ENSRNOG00000068892",2
"ENSRNOG00000066825",0
"ENSRNOG00000068644",660
"ENSRNOG00000066814",0
"ENSRNOG00000059360",0
"ENSRNOG00000062819",0
"ENSRNOG00000064217",0
"ENSRNOG00000006001",3730
"ENSRNOG00000038024",56
"ENSRNOG00000056741",1
"ENSRNOG00000064456",0
"ENSRNOG00000055703",0
"ENSRNOG00000060859",0
"ENSRNOG00000070785",0
"ENSRNOG00000066985",0
"ENSRNOG00000021723",42
"ENSRNOG00000063459",0
"ENSRNOG00000066068",0
"ENSRNOG00000008012",104
"ENSRNOG00000065548",0
"ENSRNOG00000027063",0
"ENSRNOG00000056402",0
"ENSRNOG00000028747",1881
"ENSRNOG00000054678",0
"ENSRNOG00000063804",0
"ENSRNOG00000068090",0
"ENSRNOG00000069655",18
"ENSRNOG00000064761",0
"ENSRNOG00000058279",0
"ENSRNOG00000066305",0
"ENSRNOG00000052263",0
"ENSRNOG00000030902",8
"ENSRNOG00000060084",0
"ENSRNOG00000058512",0
"ENSRNOG00000032448",0
"ENSRNOG00000051445",0
"ENSRNOG00000013251",1355
"ENSRNOG00000067082",0
"ENSRNOG00000063565",0
"ENSRNOG00000051840",0
"ENSRNOG00000005664",0
"ENSRNOG00000052417",0
"ENSRNOG00000058403",0
"ENSRNOG00000005692",0
"ENSRNOG00000054341",0
"ENSRNOG00000067641",0
"ENSRNOG00000067588",0
"ENSRNOG00000051717",0
"ENSRNOG00000061234",0
"ENSRNOG00000021366",0
"ENSRNOG00000070798",0
"ENSRNOG00000027722",194
"ENSRNOG00000066041",0
"ENSRNOG00000067918",0
"ENSRNOG00000054741",0
"ENSRNOG00000031185",0
"ENSRNOG00000058628",0
"ENSRNOG00000065349",0
"ENSRNOG00000013378",4
"ENSRNOG00000062417",0
"ENSRNOG00000021445",0
"ENSRNOG00000064566",0
"ENSRNOG00000062325",2794
"ENSRNOG00000021430",0
"ENSRNOG00000065660",0
"ENSRNOG00000064270",0
"ENSRNOG00000069224",0
"ENSRNOG00000030993",0
"ENSRNOG00000066792",0
"ENSRNOG00000052849",0
"ENSRNOG00000005732",0
"ENSRNOG00000009280",443
"ENSRNOG00000068562",0
"ENSRNOG00000029561",0
"ENSRNOG00000065008",0
"ENSRNOG00000066533",0
"ENSRNOG00000032724",0
"ENSRNOG00000061702",0
"ENSRNOG00000037036",0
"ENSRNOG00000062515",0
"ENSRNOG00000053912",0
"ENSRNOG00000031107",0
"ENSRNOG00000056608",0
"ENSRNOG00000066042",1880
"ENSRNOG00000060430",1
"ENSRNOG00000070504",0
"ENSRNOG00000061624",0
"ENSRNOG00000055593",0
"ENSRNOG00000021397",0
"ENSRNOG00000056499",0
"ENSRNOG00000061081",0
"ENSRNOG00000030752",0
"ENSRNOG00000069842",0
"ENSRNOG00000055945",0
"ENSRNOG00000062370",0
"ENSRNOG00000061103",0
"ENSRNOG00000067648",4
"ENSRNOG00000061241",0
"ENSRNOG00000066655",22
"ENSRNOG00000067096",0
"ENSRNOG00000027617",1187
"ENSRNOG00000008667",1
"ENSRNOG00000055249",0
"ENSRNOG00000005645",0
"ENSRNOG00000051914",0
"ENSRNOG00000063909",0
"ENSRNOG00000005646",0
"ENSRNOG00000060570",0
"ENSRNOG00000060457",4
"ENSRNOG00000001840",3
"ENSRNOG00000067392",0
"ENSRNOG00000053310",0
"ENSRNOG00000036910",18
"ENSRNOG00000064943",0
"ENSRNOG00000058680",0
"ENSRNOG00000033855",936
"ENSRNOG00000005618",154
"ENSRNOG00000059847",0
"ENSRNOG00000064845",0
"ENSRNOG00000068370",0
"ENSRNOG00000066190",0
"ENSRNOG00000062577",5
"ENSRNOG00000067251",0
"ENSRNOG00000063157",47
"ENSRNOG00000070825",0
"ENSRNOG00000011108",1
"ENSRNOG00000063158",0
"ENSRNOG00000068385",8
"ENSRNOG00000063686",0
"ENSRNOG00000071024",0
"ENSRNOG00000062583",0
"ENSRNOG00000069971",0
"ENSRNOG00000007034",549
"ENSRNOG00000067590",0
"ENSRNOG00000067819",0
"ENSRNOG00000052033",0
"ENSRNOG00000055888",0
"ENSRNOG00000054530",3
"ENSRNOG00000068356",252
"ENSRNOG00000055602",0
"ENSRNOG00000005867",0
"ENSRNOG00000059486",1
"ENSRNOG00000064443",1
"ENSRNOG00000060660",1
"ENSRNOG00000057550",135
"ENSRNOG00000057093",0
"ENSRNOG00000052747",0
"ENSRNOG00000069143",13
"ENSRNOG00000064124",0
"ENSRNOG00000065147",590
"ENSRNOG00000008725",1783
"ENSRNOG00000064288",120
"ENSRNOG00000059320",0
"ENSRNOG00000069248",0
"ENSRNOG00000054987",0
"ENSRNOG00000067342",2
"ENSRNOG00000055890",0
"ENSRNOG00000070439",0
"ENSRNOG00000058704",0
"ENSRNOG00000056432",0
"ENSRNOG00000053476",2
"ENSRNOG00000053251",0
"ENSRNOG00000060415",0
"ENSRNOG00000066704",0
"ENSRNOG00000059547",0
"ENSRNOG00000069672",4
"ENSRNOG00000058905",0
"ENSRNOG00000067985",17
"ENSRNOG00000061585",0
"ENSRNOG00000063230",22
"ENSRNOG00000060592",0
"ENSRNOG00000053414",25
"ENSRNOG00000056544",0
"ENSRNOG00000052942",0
"ENSRNOG00000065999",0
"ENSRNOG00000060772",0
"ENSRNOG00000065270",0
"ENSRNOG00000058095",0
"ENSRNOG00000067947",555
"ENSRNOG00000057170",0
"ENSRNOG00000010233",11192
"ENSRNOG00000068167",29
"ENSRNOG00000069790",0
"ENSRNOG00000069103",2
"ENSRNOG00000059639",2
"ENSRNOG00000067095",70
"ENSRNOG00000056090",0
"ENSRNOG00000063013",0
"ENSRNOG00000066064",0
"ENSRNOG00000068828",11
"ENSRNOG00000057002",0
"ENSRNOG00000067428",0
"ENSRNOG00000053177",0
"ENSRNOG00000066929",94
"ENSRNOG00000059471",0
"ENSRNOG00000062437",0
"ENSRNOG00000059511",0
"ENSRNOG00000009264",789
"ENSRNOG00000061010",0
"ENSRNOG00000067713",1
"ENSRNOG00000054659",0
"ENSRNOG00000056565",0
"ENSRNOG00000061330",0
"ENSRNOG00000070695",165
"ENSRNOG00000065973",0
"ENSRNOG00000069010",3
"ENSRNOG00000053390",1
"ENSRNOG00000068188",0
"ENSRNOG00000010397",107
"ENSRNOG00000060424",0
"ENSRNOG00000059966",0
"ENSRNOG00000057018",0
"ENSRNOG00000055555",0
"ENSRNOG00000065433",0
"ENSRNOG00000056505",0
"ENSRNOG00000071211",0
"ENSRNOG00000065415",0
"ENSRNOG00000054884",5
"ENSRNOG00000058065",0
"ENSRNOG00000051749",0
"ENSRNOG00000054499",0
"ENSRNOG00000064686",0
"ENSRNOG00000052715",0
"ENSRNOG00000053685",0
"ENSRNOG00000069597",0
"ENSRNOG00000052674",0
"ENSRNOG00000059787",3
"ENSRNOG00000068282",5
"ENSRNOG00000026705",1
"ENSRNOG00000068295",0
"ENSRNOG00000067372",0
"ENSRNOG00000070879",0
"ENSRNOG00000066121",0
"ENSRNOG00000019556",3025
"ENSRNOG00000057606",0
"ENSRNOG00000051718",0
"ENSRNOG00000070120",0
"ENSRNOG00000069583",0
"ENSRNOG00000062571",0
"ENSRNOG00000069513",0
"ENSRNOG00000052131",0
"ENSRNOG00000012269",6423
"ENSRNOG00000051990",0
"ENSRNOG00000063849",0
"ENSRNOG00000057063",0
"ENSRNOG00000066909",0
"ENSRNOG00000012828",697
"ENSRNOG00000062380",0
"ENSRNOG00000059631",0
"ENSRNOG00000062539",0
"ENSRNOG00000057486",0
"ENSRNOG00000059571",0
"ENSRNOG00000068359",0
"ENSRNOG00000012999",2503
"ENSRNOG00000054211",0
"ENSRNOG00000061617",0
"ENSRNOG00000007918",2
"ENSRNOG00000008196",572
"ENSRNOG00000052445",337
"ENSRNOG00000011854",178
"ENSRNOG00000026446",14
"ENSRNOG00000012100",138
"ENSRNOG00000014294",16
"ENSRNOG00000013948",3552
"ENSRNOG00000067443",0
"ENSRNOG00000046972",0
"ENSRNOG00000014312",0
"ENSRNOG00000066406",0
"ENSRNOG00000070812",0
"ENSRNOG00000070244",0
"ENSRNOG00000010154",843
"ENSRNOG00000068055",0
"ENSRNOG00000067233",0
"ENSRNOG00000063329",0
"ENSRNOG00000010267",553
"ENSRNOG00000065675",0
"ENSRNOG00000066904",0
"ENSRNOG00000048468",0
"ENSRNOG00000066072",0
"ENSRNOG00000066955",0
"ENSRNOG00000065237",0
"ENSRNOG00000013428",0
"ENSRNOG00000064085",0
"ENSRNOG00000065629",0
"ENSRNOG00000023561",1
"ENSRNOG00000066082",0
"ENSRNOG00000067079",0
"ENSRNOG00000013729",234
"ENSRNOG00000070134",0
"ENSRNOG00000071026",0
"ENSRNOG00000010702",3201
"ENSRNOG00000015455",212
"ENSRNOG00000012916",0
"ENSRNOG00000012201",0
"ENSRNOG00000046959",0
"ENSRNOG00000060594",10653
"ENSRNOG00000006784",67
"ENSRNOG00000026528",263
"ENSRNOG00000029644",1
"ENSRNOG00000009347",7
"ENSRNOG00000059589",453
"ENSRNOG00000061420",74
"ENSRNOG00000026748",742
"ENSRNOG00000031408",5
"ENSRNOG00000005691",131
"ENSRNOG00000017708",9312
"ENSRNOG00000006814",22
"ENSRNOG00000015877",0
"ENSRNOG00000013203",0
"ENSRNOG00000069261",0
"ENSRNOG00000013141",2676
"ENSRNOG00000016182",200
"ENSRNOG00000065167",0
"ENSRNOG00000006718",1974
"ENSRNOG00000067295",0
"ENSRNOG00000043164",0
"ENSRNOG00000064192",0
"ENSRNOG00000056962",76
"ENSRNOG00000006846",0
"ENSRNOG00000013382",0
"ENSRNOG00000017720",443
"ENSRNOG00000008518",0
"ENSRNOG00000026309",96
"ENSRNOG00000065135",335
"ENSRNOG00000010957",614
"ENSRNOG00000014918",0
"ENSRNOG00000010353",572
"ENSRNOG00000017838",555
"ENSRNOG00000027592",709
"ENSRNOG00000059878",89
"ENSRNOG00000009316",0
"ENSRNOG00000067591",0
"ENSRNOG00000009256",2
"ENSRNOG00000036959",3
"ENSRNOG00000048969",481
"ENSRNOG00000055036",565
"ENSRNOG00000062962",13
"ENSRNOG00000067281",1
"ENSRNOG00000009030",1
"ENSRNOG00000015478",5
"ENSRNOG00000047635",1
"ENSRNOG00000006859",4453
"ENSRNOG00000007249",2044
"ENSRNOG00000008678",21592
"ENSRNOG00000065521",3
"ENSRNOG00000067769",0
"ENSRNOG00000028311",0
"ENSRNOG00000063691",1
"ENSRNOG00000005787",5
"ENSRNOG00000070606",24
"ENSRNOG00000009787",16
"ENSRNOG00000011156",34
"ENSRNOG00000007493",195
"ENSRNOG00000068200",0
"ENSRNOG00000005809",74
"ENSRNOG00000010015",0
"ENSRNOG00000026306",0
"ENSRNOG00000037768",170
"ENSRNOG00000068192",0
"ENSRNOG00000031855",496
"ENSRNOG00000042164",0
"ENSRNOG00000066330",2
"ENSRNOG00000010021",379
"ENSRNOG00000007047",3590
"ENSRNOG00000051942",1
"ENSRNOG00000063726",5
"ENSRNOG00000006120",0
"ENSRNOG00000008838",5
"ENSRNOG00000070336",0
"ENSRNOG00000030012",0
"ENSRNOG00000007066",0
"ENSRNOG00000059890",7
"ENSRNOG00000042112",0
"ENSRNOG00000018410",697
"ENSRNOG00000008929",450
"ENSRNOG00000063605",0
"ENSRNOG00000037076",4
"ENSRNOG00000065417",0
"ENSRNOG00000007830",141
"ENSRNOG00000018507",2883
"ENSRNOG00000019219",694
"ENSRNOG00000050493",0
"ENSRNOG00000047450",0
"ENSRNOG00000030547",1
"ENSRNOG00000065908",0
"ENSRNOG00000013222",14
"ENSRNOG00000013944",430
"ENSRNOG00000069744",64
"ENSRNOG00000037863",0
"ENSRNOG00000030538",0
"ENSRNOG00000064731",0
"ENSRNOG00000048726",339
"ENSRNOG00000011509",534
"ENSRNOG00000015589",468
"ENSRNOG00000013816",466
"ENSRNOG00000027466",4
"ENSRNOG00000064685",0
"ENSRNOG00000008766",0
"ENSRNOG00000068912",0
"ENSRNOG00000069899",271
"ENSRNOG00000013132",0
"ENSRNOG00000070827",14
"ENSRNOG00000029401",18
"ENSRNOG00000000024",1341
"ENSRNOG00000028989",0
"ENSRNOG00000007866",14
"ENSRNOG00000050578",2242
"ENSRNOG00000010449",0
"ENSRNOG00000012954",482
"ENSRNOG00000030522",4
"ENSRNOG00000040301",1
"ENSRNOG00000062621",0
"ENSRNOG00000050483",75
"ENSRNOG00000034228",2
"ENSRNOG00000054360",0
"ENSRNOG00000009085",308
"ENSRNOG00000015903",1
"ENSRNOG00000026177",0
"ENSRNOG00000051620",1566
"ENSRNOG00000008439",0
"ENSRNOG00000015630",2066
"ENSRNOG00000012472",259
"ENSRNOG00000007131",955
"ENSRNOG00000012602",802
"ENSRNOG00000010474",10300
"ENSRNOG00000008117",698
"ENSRNOG00000058386",2212
"ENSRNOG00000007310",0
"ENSRNOG00000053553",3
"ENSRNOG00000034088",0
"ENSRNOG00000011092",1
"ENSRNOG00000036960",32698
"ENSRNOG00000046345",14108
"ENSRNOG00000013369",1
"ENSRNOG00000045819",268
"ENSRNOG00000024885",0
"ENSRNOG00000070887",0
"ENSRNOG00000053178",3
"ENSRNOG00000025735",1
"ENSRNOG00000037871",117
"ENSRNOG00000005505",1810
"ENSRNOG00000013245",0
"ENSRNOG00000025618",0
"ENSRNOG00000061739",0
"ENSRNOG00000015682",0
"ENSRNOG00000056009",1184
"ENSRNOG00000009282",1093
"ENSRNOG00000008514",18
"ENSRNOG00000071214",0
"ENSRNOG00000069072",0
"ENSRNOG00000028235",51
"ENSRNOG00000065053",1
"ENSRNOG00000016484",702
"ENSRNOG00000024508",0
"ENSRNOG00000063539",0
"ENSRNOG00000047067",22697
"ENSRNOG00000015799",22
"ENSRNOG00000027979",1
"ENSRNOG00000066165",0
"ENSRNOG00000066886",8
"ENSRNOG00000008557",420
"ENSRNOG00000001807",1827
"ENSRNOG00000050645",777
"ENSRNOG00000005608",264
"ENSRNOG00000009740",3
"ENSRNOG00000057924",1
"ENSRNOG00000070501",0
"ENSRNOG00000010609",840
"ENSRNOG00000015394",0
"ENSRNOG00000055966",27
"ENSRNOG00000007134",3110
"ENSRNOG00000070849",0
"ENSRNOG00000017149",295
"ENSRNOG00000065813",0
"ENSRNOG00000009872",548
"ENSRNOG00000057142",0
"ENSRNOG00000012247",9022
"ENSRNOG00000007717",0
"ENSRNOG00000061864",0
"ENSRNOG00000070547",0
"ENSRNOG00000067628",7
"ENSRNOG00000068392",0
"ENSRNOG00000063154",1
"ENSRNOG00000031312",14244
"ENSRNOG00000069338",0
"ENSRNOG00000014367",0
"ENSRNOG00000069243",0
"ENSRNOG00000014018",3
"ENSRNOG00000060843",0
"ENSRNOG00000070958",0
"ENSRNOG00000033815",0
"ENSRNOG00000067272",0
"ENSRNOG00000026675",0
"ENSRNOG00000065801",0
"ENSRNOG00000014714",0
"ENSRNOG00000066559",1
"ENSRNOG00000064073",0
"ENSRNOG00000066164",0
"ENSRNOG00000063026",0
"ENSRNOG00000017911",739
"ENSRNOG00000021313",0
"ENSRNOG00000065086",0
"ENSRNOG00000059810",140
"ENSRNOG00000063570",0
"ENSRNOG00000019528",298
"ENSRNOG00000070063",0
"ENSRNOG00000062929",0
"ENSRNOG00000053111",0
"ENSRNOG00000060151",0
"ENSRNOG00000023449",3
"ENSRNOG00000038872",4
"ENSRNOG00000052408",0
"ENSRNOG00000067498",0
"ENSRNOG00000033202",7
"ENSRNOG00000067024",0
"ENSRNOG00000001854",347
"ENSRNOG00000054316",0
"ENSRNOG00000069474",0
"ENSRNOG00000070687",0
"ENSRNOG00000063206",0
"ENSRNOG00000053700",0
"ENSRNOG00000066894",135
"ENSRNOG00000051714",1
"ENSRNOG00000010077",1161
"ENSRNOG00000025848",1
"ENSRNOG00000063666",0
"ENSRNOG00000016316",869
"ENSRNOG00000069028",0
"ENSRNOG00000062514",0
"ENSRNOG00000013000",1579
"ENSRNOG00000065462",0
"ENSRNOG00000060795",0
"ENSRNOG00000016076",0
"ENSRNOG00000052803",0
"ENSRNOG00000060744",1
"ENSRNOG00000058757",0
"ENSRNOG00000025541",0
"ENSRNOG00000055065",0
"ENSRNOG00000059753",1
"ENSRNOG00000053438",6
"ENSRNOG00000013547",0
"ENSRNOG00000070231",0
"ENSRNOG00000053237",0
"ENSRNOG00000070909",0
"ENSRNOG00000009348",30
"ENSRNOG00000031041",4
"ENSRNOG00000067876",0
"ENSRNOG00000052240",0
"ENSRNOG00000057643",0
"ENSRNOG00000053149",0
"ENSRNOG00000059101",0
"ENSRNOG00000067627",0
"ENSRNOG00000071005",0
"ENSRNOG00000055675",1
"ENSRNOG00000010466",1316
"ENSRNOG00000069215",1
"ENSRNOG00000010005",1066
"ENSRNOG00000060012",1
"ENSRNOG00000055353",0
"ENSRNOG00000018317",3856
"ENSRNOG00000019716",0
"ENSRNOG00000060246",0
"ENSRNOG00000066801",0
"ENSRNOG00000015514",14561
"ENSRNOG00000065485",0
"ENSRNOG00000025519",0
"ENSRNOG00000060861",0
"ENSRNOG00000053698",0
"ENSRNOG00000068417",0
"ENSRNOG00000020169",0
"ENSRNOG00000058052",0
"ENSRNOG00000065711",1
"ENSRNOG00000059990",0
"ENSRNOG00000058775",0
"ENSRNOG00000052655",0
"ENSRNOG00000026981",557
"ENSRNOG00000064632",0
"ENSRNOG00000007707",828
"ENSRNOG00000061810",0
"ENSRNOG00000054975",2
"ENSRNOG00000025720",15
"ENSRNOG00000063999",0
"ENSRNOG00000052213",0
"ENSRNOG00000052563",0
"ENSRNOG00000006711",291
"ENSRNOG00000062852",3
"ENSRNOG00000057743",0
"ENSRNOG00000060559",1
"ENSRNOG00000064339",0
"ENSRNOG00000070876",1
"ENSRNOG00000059598",1
"ENSRNOG00000016665",767
"ENSRNOG00000054983",0
"ENSRNOG00000067154",0
"ENSRNOG00000064635",0
"ENSRNOG00000067689",0
"ENSRNOG00000053772",0
"ENSRNOG00000026874",99
"ENSRNOG00000057090",2
"ENSRNOG00000057183",0
"ENSRNOG00000006617",4
"ENSRNOG00000010239",6623
"ENSRNOG00000068043",0
"ENSRNOG00000067403",0
"ENSRNOG00000006231",12
"ENSRNOG00000066911",0
"ENSRNOG00000009556",0
"ENSRNOG00000064606",0
"ENSRNOG00000006228",6445
"ENSRNOG00000007811",3
"ENSRNOG00000063335",0
"ENSRNOG00000035451",0
"ENSRNOG00000068663",0
"ENSRNOG00000016917",10
"ENSRNOG00000058714",0
"ENSRNOG00000063469",0
"ENSRNOG00000068719",0
"ENSRNOG00000067584",0
"ENSRNOG00000040346",0
"ENSRNOG00000053661",0
"ENSRNOG00000062877",0
"ENSRNOG00000036462",0
"ENSRNOG00000005506",1307
"ENSRNOG00000035458",1
"ENSRNOG00000036272",0
"ENSRNOG00000064957",0
"ENSRNOG00000017808",658
"ENSRNOG00000018309",9061
"ENSRNOG00000068116",0
"ENSRNOG00000035577",0
"ENSRNOG00000019158",0
"ENSRNOG00000035587",0
"ENSRNOG00000036271",0
"ENSRNOG00000061895",0
"ENSRNOG00000005947",1
"ENSRNOG00000035598",0
"ENSRNOG00000046475",1
"ENSRNOG00000043059",480
"ENSRNOG00000069174",58
"ENSRNOG00000035624",0
"ENSRNOG00000041321",0
"ENSRNOG00000060241",0
"ENSRNOG00000035463",1
"ENSRNOG00000048961",533
"ENSRNOG00000036461",0
"ENSRNOG00000010485",0
"ENSRNOG00000066572",1
"ENSRNOG00000063462",0
"ENSRNOG00000015762",172
"ENSRNOG00000014856",7276
"ENSRNOG00000068364",2218
"ENSRNOG00000047309",0
"ENSRNOG00000051661",0
"ENSRNOG00000016255",158
"ENSRNOG00000007405",402
"ENSRNOG00000056783",0
"ENSRNOG00000013463",562
"ENSRNOG00000037782",0
"ENSRNOG00000066193",602
"ENSRNOG00000036913",1588
"ENSRNOG00000008733",413
"ENSRNOG00000008218",548
"ENSRNOG00000053337",0
"ENSRNOG00000025934",0
"ENSRNOG00000005390",7
"ENSRNOG00000001847",906
"ENSRNOG00000051600",0
"ENSRNOG00000025818",911
"ENSRNOG00000056041",1395
"ENSRNOG00000005310",3325
"ENSRNOG00000017959",58
"ENSRNOG00000051447",0
"ENSRNOG00000049645",0
"ENSRNOG00000047319",479
"ENSRNOG00000065051",0
"ENSRNOG00000065970",0
"ENSRNOG00000063089",1
"ENSRNOG00000066943",0
"ENSRNOG00000064643",0
"ENSRNOG00000016707",23
"ENSRNOG00000001820",527
"ENSRNOG00000062693",0
"ENSRNOG00000012831",125
"ENSRNOG00000067827",0
"ENSRNOG00000025042",3125
"ENSRNOG00000052467",0
"ENSRNOG00000069267",1
"ENSRNOG00000012952",584
"ENSRNOG00000053656",0
"ENSRNOG00000046899",1
"ENSRNOG00000063902",0
"ENSRNOG00000058136",0
"ENSRNOG00000006048",226
"ENSRNOG00000069959",472
"ENSRNOG00000006338",1809
"ENSRNOG00000008747",2033
"ENSRNOG00000017003",3754
"ENSRNOG00000055196",0
"ENSRNOG00000033639",514
"ENSRNOG00000060248",93
"ENSRNOG00000057254",0
"ENSRNOG00000051489",0
"ENSRNOG00000043404",0
"ENSRNOG00000017354",10207
"ENSRNOG00000005858",0
"ENSRNOG00000070498",1
"ENSRNOG00000052128",2
"ENSRNOG00000013195",390
"ENSRNOG00000005480",8016
"ENSRNOG00000017525",44
"ENSRNOG00000026883",1
"ENSRNOG00000070076",2
"ENSRNOG00000001844",547
"ENSRNOG00000070281",1
"ENSRNOG00000009019",5902
"ENSRNOG00000006709",3
"ENSRNOG00000007247",0
"ENSRNOG00000047493",0
"ENSRNOG00000013743",9468
"ENSRNOG00000066539",5
"ENSRNOG00000009447",68
"ENSRNOG00000018533",887
"ENSRNOG00000018630",12634
"ENSRNOG00000007064",513
"ENSRNOG00000066889",0
"ENSRNOG00000066287",0
"ENSRNOG00000060350",4566
"ENSRNOG00000008676",9142
"ENSRNOG00000036984",0
"ENSRNOG00000066172",0
"ENSRNOG00000064375",0
"ENSRNOG00000029922",303
"ENSRNOG00000067300",418
"ENSRNOG00000064824",15
"ENSRNOG00000032443",71
"ENSRNOG00000055300",913
"ENSRNOG00000032432",0
"ENSRNOG00000061868",0
"ENSRNOG00000010388",0
"ENSRNOG00000030004",0
"ENSRNOG00000019165",906
"ENSRNOG00000010898",0
"ENSRNOG00000057554",0
"ENSRNOG00000007126",194
"ENSRNOG00000030894",0
"ENSRNOG00000031140",0
"ENSRNOG00000054860",0
"ENSRNOG00000011824",2
"ENSRNOG00000006925",102
"ENSRNOG00000058457",600
"ENSRNOG00000015910",0
"ENSRNOG00000025930",0
"ENSRNOG00000053638",0
"ENSRNOG00000010452",929
"ENSRNOG00000012417",0
"ENSRNOG00000057335",0
"ENSRNOG00000010594",62
"ENSRNOG00000008575",0
"ENSRNOG00000051690",0
"ENSRNOG00000008714",0
"ENSRNOG00000062297",0
"ENSRNOG00000062862",0
"ENSRNOG00000060460",1
"ENSRNOG00000006703",447
"ENSRNOG00000014382",886
"ENSRNOG00000054251",0
"ENSRNOG00000069416",2
"ENSRNOG00000008362",104
"ENSRNOG00000059538",1828
"ENSRNOG00000022060",1322
"ENSRNOG00000065574",0
"ENSRNOG00000008239",199
"ENSRNOG00000043158",0
"ENSRNOG00000063869",0
"ENSRNOG00000023612",0
"ENSRNOG00000001817",2317
"ENSRNOG00000052024",0
