"","IGFNS3_aligned.bam"
"ENSRNOG00000070343",0
"ENSRNOG00000069671",0
"ENSRNOG00000068128",0
"ENSRNOG00000010896",319
"ENSRNOG00000005920",654
"ENSRNOG00000068849",0
"ENSRNOG00000060959",0
"ENSRNOG00000055244",0
"ENSRNOG00000069256",0
"ENSRNOG00000016551",1650
"ENSRNOG00000063853",0
"ENSRNOG00000011093",454
"ENSRNOG00000070847",0
"ENSRNOG00000064364",0
"ENSRNOG00000066576",0
"ENSRNOG00000051908",0
"ENSRNOG00000024990",0
"ENSRNOG00000053738",0
"ENSRNOG00000011295",805
"ENSRNOG00000066788",0
"ENSRNOG00000056926",0
"ENSRNOG00000067143",0
"ENSRNOG00000046632",0
"ENSRNOG00000014836",3127
"ENSRNOG00000067970",2
"ENSRNOG00000054607",0
"ENSRNOG00000006238",163
"ENSRNOG00000068208",0
"ENSRNOG00000067040",107
"ENSRNOG00000064912",0
"ENSRNOG00000032579",0
"ENSRNOG00000012051",396
"ENSRNOG00000056535",0
"ENSRNOG00000066513",0
"ENSRNOG00000051605",5
"ENSRNOG00000005103",0
"ENSRNOG00000065299",2
"ENSRNOG00000008337",0
"ENSRNOG00000018225",3420
"ENSRNOG00000005742",0
"ENSRNOG00000053757",0
"ENSRNOG00000056237",0
"ENSRNOG00000005793",0
"ENSRNOG00000054739",0
"ENSRNOG00000012559",1614
"ENSRNOG00000054703",0
"ENSRNOG00000049572",0
"ENSRNOG00000007160",268
"ENSRNOG00000054973",5
"ENSRNOG00000012151",46
"ENSRNOG00000047028",73
"ENSRNOG00000054789",0
"ENSRNOG00000058143",0
"ENSRNOG00000068366",0
"ENSRNOG00000055104",0
"ENSRNOG00000047004",9
"ENSRNOG00000005865",1369
"ENSRNOG00000069914",0
"ENSRNOG00000058773",0
"ENSRNOG00000004946",0
"ENSRNOG00000053070",423
"ENSRNOG00000012640",4581
"ENSRNOG00000056116",0
"ENSRNOG00000032521",0
"ENSRNOG00000064468",0
"ENSRNOG00000012647",0
"ENSRNOG00000049497",422
"ENSRNOG00000005404",0
"ENSRNOG00000066447",0
"ENSRNOG00000007128",663
"ENSRNOG00000056518",0
"ENSRNOG00000065019",0
"ENSRNOG00000058944",6
"ENSRNOG00000012960",528
"ENSRNOG00000056385",0
"ENSRNOG00000064575",0
"ENSRNOG00000059422",3
"ENSRNOG00000010523",350
"ENSRNOG00000010002",0
"ENSRNOG00000066449",0
"ENSRNOG00000069717",0
"ENSRNOG00000054116",2
"ENSRNOG00000007316",449
"ENSRNOG00000065500",0
"ENSRNOG00000054947",0
"ENSRNOG00000010019",2
"ENSRNOG00000057252",2
"ENSRNOG00000010587",109
"ENSRNOG00000052327",2
"ENSRNOG00000028267",0
"ENSRNOG00000056164",0
"ENSRNOG00000010170",2724
"ENSRNOG00000058734",0
"ENSRNOG00000070546",0
"ENSRNOG00000055243",1
"ENSRNOG00000008115",338
"ENSRNOG00000060026",0
"ENSRNOG00000055564",167
"ENSRNOG00000025295",559
"ENSRNOG00000068176",0
"ENSRNOG00000032900",494
"ENSRNOG00000056211",0
"ENSRNOG00000057817",1721
"ENSRNOG00000058605",0
"ENSRNOG00000011028",4
"ENSRNOG00000069969",718
"ENSRNOG00000055303",0
"ENSRNOG00000010812",493
"ENSRNOG00000052201",0
"ENSRNOG00000005347",126
"ENSRNOG00000005971",1211
"ENSRNOG00000006094",526
"ENSRNOG00000010607",0
"ENSRNOG00000021250",82
"ENSRNOG00000029262",134
"ENSRNOG00000063705",0
"ENSRNOG00000013133",189
"ENSRNOG00000004381",50
"ENSRNOG00000063753",0
"ENSRNOG00000021268",97
"ENSRNOG00000007529",846
"ENSRNOG00000010451",0
"ENSRNOG00000047487",0
"ENSRNOG00000068427",603
"ENSRNOG00000070122",1
"ENSRNOG00000031694",1
"ENSRNOG00000004699",99
"ENSRNOG00000026143",512
"ENSRNOG00000004544",1954
"ENSRNOG00000010600",0
"ENSRNOG00000062660",0
"ENSRNOG00000042501",1341
"ENSRNOG00000058337",7
"ENSRNOG00000067093",0
"ENSRNOG00000015468",0
"ENSRNOG00000071209",0
"ENSRNOG00000007752",264
"ENSRNOG00000004575",0
"ENSRNOG00000068316",0
"ENSRNOG00000029847",0
"ENSRNOG00000013834",0
"ENSRNOG00000008102",84
"ENSRNOG00000005100",0
"ENSRNOG00000069454",0
"ENSRNOG00000063489",283
"ENSRNOG00000021395",2226
"ENSRNOG00000013540",0
"ENSRNOG00000033119",845
"ENSRNOG00000047116",0
"ENSRNOG00000070629",0
"ENSRNOG00000065727",0
"ENSRNOG00000054212",259
"ENSRNOG00000070144",0
"ENSRNOG00000008536",0
"ENSRNOG00000070265",0
"ENSRNOG00000057149",14
"ENSRNOG00000063280",71
"ENSRNOG00000004763",1170
"ENSRNOG00000031585",2
"ENSRNOG00000048309",279
"ENSRNOG00000008452",592
"ENSRNOG00000005256",205
"ENSRNOG00000060100",644
"ENSRNOG00000008190",123
"ENSRNOG00000031034",24
"ENSRNOG00000060618",4
"ENSRNOG00000037908",0
"ENSRNOG00000058163",0
"ENSRNOG00000013859",0
"ENSRNOG00000070080",1
"ENSRNOG00000054695",77
"ENSRNOG00000028910",159
"ENSRNOG00000013908",0
"ENSRNOG00000064299",2
"ENSRNOG00000033913",1027
"ENSRNOG00000021234",16
"ENSRNOG00000006947",237
"ENSRNOG00000013887",11
"ENSRNOG00000007044",3
"ENSRNOG00000070641",13
"ENSRNOG00000021269",0
"ENSRNOG00000021513",0
"ENSRNOG00000043002",0
"ENSRNOG00000069421",0
"ENSRNOG00000004571",202
"ENSRNOG00000069383",0
"ENSRNOG00000007765",283
"ENSRNOG00000023989",62
"ENSRNOG00000038259",24
"ENSRNOG00000004630",0
"ENSRNOG00000007925",2
"ENSRNOG00000021237",982
"ENSRNOG00000008394",0
"ENSRNOG00000029173",210
"ENSRNOG00000007446",104
"ENSRNOG00000006380",2372
"ENSRNOG00000045581",0
"ENSRNOG00000062526",11
"ENSRNOG00000030601",1
"ENSRNOG00000004641",0
"ENSRNOG00000008790",0
"ENSRNOG00000037231",0
"ENSRNOG00000065228",0
"ENSRNOG00000033100",11842
"ENSRNOG00000036964",449
"ENSRNOG00000021233",314
"ENSRNOG00000068937",0
"ENSRNOG00000060434",3
"ENSRNOG00000004687",1019
"ENSRNOG00000007518",3636
"ENSRNOG00000012648",15
"ENSRNOG00000059043",2094
"ENSRNOG00000005457",0
"ENSRNOG00000008810",572
"ENSRNOG00000031736",0
"ENSRNOG00000012811",13
"ENSRNOG00000008529",1236
"ENSRNOG00000021231",61
"ENSRNOG00000065264",1750
"ENSRNOG00000013689",336
"ENSRNOG00000011132",8
"ENSRNOG00000055182",0
"ENSRNOG00000004735",453
"ENSRNOG00000008868",138
"ENSRNOG00000021232",192
"ENSRNOG00000025715",1571
"ENSRNOG00000045829",18649
"ENSRNOG00000070856",0
"ENSRNOG00000025443",2187
"ENSRNOG00000060687",307
"ENSRNOG00000021244",9
"ENSRNOG00000009290",308
"ENSRNOG00000025181",596
"ENSRNOG00000005888",53
"ENSRNOG00000066451",0
"ENSRNOG00000028074",0
"ENSRNOG00000030184",0
"ENSRNOG00000016975",478
"ENSRNOG00000021245",452
"ENSRNOG00000008307",326
"ENSRNOG00000005039",1486
"ENSRNOG00000030708",0
"ENSRNOG00000015614",0
"ENSRNOG00000069811",0
"ENSRNOG00000026787",50
"ENSRNOG00000005148",0
"ENSRNOG00000029227",3
"ENSRNOG00000066472",0
"ENSRNOG00000021270",207
"ENSRNOG00000070867",1
"ENSRNOG00000045686",430
"ENSRNOG00000007883",194
"ENSRNOG00000030508",0
"ENSRNOG00000064151",0
"ENSRNOG00000069123",0
"ENSRNOG00000018666",959
"ENSRNOG00000068068",0
"ENSRNOG00000021272",46
"ENSRNOG00000006783",21
"ENSRNOG00000042821",957
"ENSRNOG00000006378",1762
"ENSRNOG00000018791",92
"ENSRNOG00000030790",4873
"ENSRNOG00000011785",2044
"ENSRNOG00000004891",556
"ENSRNOG00000021273",388
"ENSRNOG00000069087",1194
"ENSRNOG00000051470",0
"ENSRNOG00000032989",46
"ENSRNOG00000045555",530
"ENSRNOG00000062743",0
"ENSRNOG00000012089",587
"ENSRNOG00000068677",63
"ENSRNOG00000057284",365
"ENSRNOG00000019723",451
"ENSRNOG00000018845",170
"ENSRNOG00000021221",493
"ENSRNOG00000026346",0
"ENSRNOG00000021247",0
"ENSRNOG00000004730",3579
"ENSRNOG00000004863",339
"ENSRNOG00000010361",544
"ENSRNOG00000009195",929
"ENSRNOG00000067385",0
"ENSRNOG00000013760",0
"ENSRNOG00000042576",1004
"ENSRNOG00000058597",0
"ENSRNOG00000069362",0
"ENSRNOG00000021248",1123
"ENSRNOG00000032412",0
"ENSRNOG00000005884",697
"ENSRNOG00000021222",158
"ENSRNOG00000068047",0
"ENSRNOG00000053099",0
"ENSRNOG00000053696",0
"ENSRNOG00000045997",944
"ENSRNOG00000008170",318
"ENSRNOG00000028779",0
"ENSRNOG00000004755",592
"ENSRNOG00000005545",0
"ENSRNOG00000063191",258
"ENSRNOG00000009662",0
"ENSRNOG00000014483",668
"ENSRNOG00000066298",0
"ENSRNOG00000019948",528
"ENSRNOG00000004779",0
"ENSRNOG00000004918",9
"ENSRNOG00000027392",5
"ENSRNOG00000032769",0
"ENSRNOG00000007805",131
"ENSRNOG00000066683",53
"ENSRNOG00000025360",2
"ENSRNOG00000004808",0
"ENSRNOG00000036952",0
"ENSRNOG00000021223",1323
"ENSRNOG00000004742",1503
"ENSRNOG00000070752",0
"ENSRNOG00000005037",66
"ENSRNOG00000005195",7222
"ENSRNOG00000021229",0
"ENSRNOG00000063072",0
"ENSRNOG00000004989",0
"ENSRNOG00000008364",2056
"ENSRNOG00000064942",0
"ENSRNOG00000021230",173
"ENSRNOG00000007525",0
"ENSRNOG00000047422",0
"ENSRNOG00000021264",1060
"ENSRNOG00000006027",605
"ENSRNOG00000013437",90
"ENSRNOG00000067005",0
"ENSRNOG00000021259",12
"ENSRNOG00000033761",0
"ENSRNOG00000065354",7
"ENSRNOG00000018488",8
"ENSRNOG00000053270",267
"ENSRNOG00000033020",0
"ENSRNOG00000070982",0
"ENSRNOG00000022710",422
"ENSRNOG00000021241",14
"ENSRNOG00000048417",0
"ENSRNOG00000007427",96
"ENSRNOG00000064907",0
"ENSRNOG00000031536",66
"ENSRNOG00000012172",12
"ENSRNOG00000062998",0
"ENSRNOG00000069271",6
"ENSRNOG00000007102",4
"ENSRNOG00000046699",0
"ENSRNOG00000027900",0
"ENSRNOG00000042220",0
"ENSRNOG00000030857",0
"ENSRNOG00000027821",0
"ENSRNOG00000006921",346
"ENSRNOG00000021255",19
"ENSRNOG00000012307",3
"ENSRNOG00000005006",288
"ENSRNOG00000033983",0
"ENSRNOG00000017701",0
"ENSRNOG00000017161",0
"ENSRNOG00000027747",222
"ENSRNOG00000005483",569
"ENSRNOG00000010816",0
"ENSRNOG00000010868",0
"ENSRNOG00000059519",7
"ENSRNOG00000057458",204
"ENSRNOG00000021266",0
"ENSRNOG00000005438",1
"ENSRNOG00000051005",0
"ENSRNOG00000004920",0
"ENSRNOG00000057476",35
"ENSRNOG00000014021",27
"ENSRNOG00000004443",0
"ENSRNOG00000005183",854
"ENSRNOG00000007440",264
"ENSRNOG00000021260",26
"ENSRNOG00000028008",0
"ENSRNOG00000021224",358
"ENSRNOG00000026295",158
"ENSRNOG00000007548",587
"ENSRNOG00000021274",0
"ENSRNOG00000019330",27
"ENSRNOG00000007972",632
"ENSRNOG00000004921",684
"ENSRNOG00000007408",10
"ENSRNOG00000063588",0
"ENSRNOG00000068037",0
"ENSRNOG00000064038",0
"ENSRNOG00000025384",473
"ENSRNOG00000008411",1180
"ENSRNOG00000021265",343
"ENSRNOG00000009495",1154
"ENSRNOG00000007457",6
"ENSRNOG00000007512",344
"ENSRNOG00000031085",2937
"ENSRNOG00000017283",5
"ENSRNOG00000012568",252
"ENSRNOG00000006795",298
"ENSRNOG00000011649",17
"ENSRNOG00000030467",217
"ENSRNOG00000050784",17
"ENSRNOG00000005058",354
"ENSRNOG00000014480",2235
"ENSRNOG00000007516",1
"ENSRNOG00000004777",215
"ENSRNOG00000071065",19
"ENSRNOG00000026215",16
"ENSRNOG00000024852",960
"ENSRNOG00000012290",0
"ENSRNOG00000009076",966
"ENSRNOG00000007584",152
"ENSRNOG00000006695",891
"ENSRNOG00000008243",132
"ENSRNOG00000004874",880
"ENSRNOG00000067071",63
"ENSRNOG00000016636",220
"ENSRNOG00000062960",1
"ENSRNOG00000012368",61
"ENSRNOG00000063431",0
"ENSRNOG00000022335",0
"ENSRNOG00000028266",0
"ENSRNOG00000006850",0
"ENSRNOG00000016734",6
"ENSRNOG00000067135",0
"ENSRNOG00000067506",0
"ENSRNOG00000069867",2
"ENSRNOG00000010035",0
"ENSRNOG00000006705",94
"ENSRNOG00000011059",518
"ENSRNOG00000008746",174
"ENSRNOG00000069397",0
"ENSRNOG00000010666",3107
"ENSRNOG00000067094",9
"ENSRNOG00000009969",0
"ENSRNOG00000013172",45
"ENSRNOG00000068185",0
"ENSRNOG00000007430",208
"ENSRNOG00000066616",6
"ENSRNOG00000056526",386
"ENSRNOG00000012528",228
"ENSRNOG00000013776",0
"ENSRNOG00000063104",0
"ENSRNOG00000036971",165
"ENSRNOG00000024882",409
"ENSRNOG00000018557",0
"ENSRNOG00000031356",0
"ENSRNOG00000058586",224
"ENSRNOG00000007319",2501
"ENSRNOG00000013594",1564
"ENSRNOG00000053201",205
"ENSRNOG00000013778",0
"ENSRNOG00000070361",0
"ENSRNOG00000053114",0
"ENSRNOG00000064867",0
"ENSRNOG00000012728",15
"ENSRNOG00000005111",5
"ENSRNOG00000062388",0
"ENSRNOG00000055769",13
"ENSRNOG00000047611",451
"ENSRNOG00000054563",837
"ENSRNOG00000009180",0
"ENSRNOG00000007443",4839
"ENSRNOG00000004787",118
"ENSRNOG00000007018",180
"ENSRNOG00000052603",0
"ENSRNOG00000005308",1112
"ENSRNOG00000005276",2980
"ENSRNOG00000014071",106
"ENSRNOG00000010945",5688
"ENSRNOG00000021256",2
"ENSRNOG00000005284",3
"ENSRNOG00000006050",304
"ENSRNOG00000068997",0
"ENSRNOG00000012197",0
"ENSRNOG00000010472",208
"ENSRNOG00000021261",5
"ENSRNOG00000006832",3109
"ENSRNOG00000004829",177
"ENSRNOG00000059455",0
"ENSRNOG00000014102",2
"ENSRNOG00000063194",19
"ENSRNOG00000064429",695
"ENSRNOG00000038004",0
"ENSRNOG00000015550",1
"ENSRNOG00000021750",293
"ENSRNOG00000025130",32
"ENSRNOG00000030827",0
"ENSRNOG00000021249",307
"ENSRNOG00000014272",4197
"ENSRNOG00000060791",0
"ENSRNOG00000005715",676
"ENSRNOG00000036900",0
"ENSRNOG00000070953",0
"ENSRNOG00000007782",0
"ENSRNOG00000023195",0
"ENSRNOG00000014317",208
"ENSRNOG00000070171",0
"ENSRNOG00000010428",906
"ENSRNOG00000063262",0
"ENSRNOG00000005780",258
"ENSRNOG00000043043",0
"ENSRNOG00000010101",228
"ENSRNOG00000005184",343
"ENSRNOG00000015187",74
"ENSRNOG00000068011",14
"ENSRNOG00000062726",1
"ENSRNOG00000014338",86
"ENSRNOG00000066948",0
"ENSRNOG00000004601",0
"ENSRNOG00000028668",23
"ENSRNOG00000014204",422
"ENSRNOG00000009399",0
"ENSRNOG00000005840",4
"ENSRNOG00000071010",2
"ENSRNOG00000014493",361
"ENSRNOG00000005900",323
"ENSRNOG00000068950",0
"ENSRNOG00000032605",4027
"ENSRNOG00000004842",102
"ENSRNOG00000047530",0
"ENSRNOG00000008088",371
"ENSRNOG00000017044",1
"ENSRNOG00000069598",7
"ENSRNOG00000019118",0
"ENSRNOG00000055374",0
"ENSRNOG00000005902",137
"ENSRNOG00000000169",64
"ENSRNOG00000028254",110
"ENSRNOG00000069282",0
"ENSRNOG00000009461",0
"ENSRNOG00000056255",0
"ENSRNOG00000007738",1722
"ENSRNOG00000008316",1265
"ENSRNOG00000054840",75
"ENSRNOG00000009586",0
"ENSRNOG00000015145",1067
"ENSRNOG00000067107",0
"ENSRNOG00000009139",657
"ENSRNOG00000017983",381
"ENSRNOG00000033348",1
"ENSRNOG00000021262",691
"ENSRNOG00000022660",7
"ENSRNOG00000069487",0
"ENSRNOG00000056471",0
"ENSRNOG00000031763",0
"ENSRNOG00000005509",1
"ENSRNOG00000068352",1
"ENSRNOG00000030460",0
"ENSRNOG00000023384",0
"ENSRNOG00000009624",0
"ENSRNOG00000015525",279
"ENSRNOG00000010262",5
"ENSRNOG00000066486",0
"ENSRNOG00000060217",0
"ENSRNOG00000025713",0
"ENSRNOG00000017157",66
"ENSRNOG00000032700",805
"ENSRNOG00000061603",1158
"ENSRNOG00000051431",0
"ENSRNOG00000008003",0
"ENSRNOG00000015735",359
"ENSRNOG00000009648",0
"ENSRNOG00000012738",2302
"ENSRNOG00000058755",1
"ENSRNOG00000010551",50
"ENSRNOG00000004700",196
"ENSRNOG00000015744",5
"ENSRNOG00000007242",878
"ENSRNOG00000037178",0
"ENSRNOG00000036782",0
"ENSRNOG00000037146",0
"ENSRNOG00000064442",55
"ENSRNOG00000025498",118
"ENSRNOG00000017883",834
"ENSRNOG00000063022",0
"ENSRNOG00000063950",0
"ENSRNOG00000013380",12
"ENSRNOG00000065847",1
"ENSRNOG00000006418",105
"ENSRNOG00000009640",733
"ENSRNOG00000005958",1371
"ENSRNOG00000009670",0
"ENSRNOG00000051490",1744
"ENSRNOG00000031598",2
"ENSRNOG00000065317",0
"ENSRNOG00000042374",123
"ENSRNOG00000063946",0
"ENSRNOG00000022178",1
"ENSRNOG00000025278",732
"ENSRNOG00000050190",7
"ENSRNOG00000005196",874
"ENSRNOG00000032635",17346
"ENSRNOG00000062572",0
"ENSRNOG00000014739",85
"ENSRNOG00000042407",0
"ENSRNOG00000009952",0
"ENSRNOG00000027988",732
"ENSRNOG00000000170",1333
"ENSRNOG00000068653",0
"ENSRNOG00000052294",9
"ENSRNOG00000005719",700
"ENSRNOG00000070931",0
"ENSRNOG00000014268",1186
"ENSRNOG00000008283",1727
"ENSRNOG00000042526",7
"ENSRNOG00000066461",0
"ENSRNOG00000070081",0
"ENSRNOG00000068036",1
"ENSRNOG00000066294",0
"ENSRNOG00000028908",39
"ENSRNOG00000068526",0
"ENSRNOG00000018005",1
"ENSRNOG00000063100",0
"ENSRNOG00000014771",3
"ENSRNOG00000006032",0
"ENSRNOG00000016795",1479
"ENSRNOG00000070932",0
"ENSRNOG00000028685",43
"ENSRNOG00000008135",7
"ENSRNOG00000062543",567
"ENSRNOG00000016870",1183
"ENSRNOG00000027955",83
"ENSRNOG00000062385",0
"ENSRNOG00000031823",0
"ENSRNOG00000065007",0
"ENSRNOG00000069793",0
"ENSRNOG00000027434",202
"ENSRNOG00000062364",0
"ENSRNOG00000069408",0
"ENSRNOG00000036777",0
"ENSRNOG00000019388",54
"ENSRNOG00000037514",2412
"ENSRNOG00000068989",0
"ENSRNOG00000004677",2343
"ENSRNOG00000031380",0
"ENSRNOG00000026067",0
"ENSRNOG00000010050",479
"ENSRNOG00000008146",0
"ENSRNOG00000004810",1
"ENSRNOG00000045801",0
"ENSRNOG00000065546",3
"ENSRNOG00000019466",430
"ENSRNOG00000004410",0
"ENSRNOG00000010477",1154
"ENSRNOG00000045656",1
"ENSRNOG00000014794",0
"ENSRNOG00000004812",85
"ENSRNOG00000014807",0
"ENSRNOG00000011467",240
"ENSRNOG00000013452",6290
"ENSRNOG00000063397",37
"ENSRNOG00000025931",0
"ENSRNOG00000039906",0
"ENSRNOG00000046958",21
"ENSRNOG00000005707",0
"ENSRNOG00000062576",0
"ENSRNOG00000022586",490
"ENSRNOG00000042162",0
"ENSRNOG00000047427",671
"ENSRNOG00000070174",0
"ENSRNOG00000017290",839
"ENSRNOG00000062366",59
"ENSRNOG00000066433",0
"ENSRNOG00000050780",340
"ENSRNOG00000004951",297
"ENSRNOG00000065048",38
"ENSRNOG00000014933",542
"ENSRNOG00000031168",1
"ENSRNOG00000018574",687
"ENSRNOG00000064101",17
"ENSRNOG00000032177",0
"ENSRNOG00000009218",0
"ENSRNOG00000005031",227
"ENSRNOG00000065075",0
"ENSRNOG00000014156",0
"ENSRNOG00000014297",2292
"ENSRNOG00000005924",4397
"ENSRNOG00000031167",51
"ENSRNOG00000006142",0
"ENSRNOG00000070417",0
"ENSRNOG00000059507",2
"ENSRNOG00000024799",43
"ENSRNOG00000065733",0
"ENSRNOG00000027742",37
"ENSRNOG00000024904",2
"ENSRNOG00000019322",1484
"ENSRNOG00000015131",743
"ENSRNOG00000014690",5320
"ENSRNOG00000063498",0
"ENSRNOG00000069651",0
"ENSRNOG00000015797",26
"ENSRNOG00000005247",0
"ENSRNOG00000046942",0
"ENSRNOG00000015155",2
"ENSRNOG00000066870",2
"ENSRNOG00000016272",2829
"ENSRNOG00000012157",2772
"ENSRNOG00000031038",184
"ENSRNOG00000015857",16980
"ENSRNOG00000016584",34
"ENSRNOG00000010528",197
"ENSRNOG00000037207",1606
"ENSRNOG00000053240",958
"ENSRNOG00000027432",0
"ENSRNOG00000027911",1
"ENSRNOG00000070414",4
"ENSRNOG00000047466",261
"ENSRNOG00000055534",0
"ENSRNOG00000005158",10
"ENSRNOG00000004532",190
"ENSRNOG00000013681",0
"ENSRNOG00000055829",0
"ENSRNOG00000018649",672
"ENSRNOG00000027867",394
"ENSRNOG00000007542",4
"ENSRNOG00000008895",0
"ENSRNOG00000049280",0
"ENSRNOG00000005258",263
"ENSRNOG00000064719",0
"ENSRNOG00000012638",366
"ENSRNOG00000007681",1671
"ENSRNOG00000005814",176
"ENSRNOG00000012762",554
"ENSRNOG00000008212",995
"ENSRNOG00000028701",106
"ENSRNOG00000013862",0
"ENSRNOG00000007461",15
"ENSRNOG00000011778",112
"ENSRNOG00000064354",0
"ENSRNOG00000030243",3
"ENSRNOG00000024335",295
"ENSRNOG00000004493",24
"ENSRNOG00000008744",2659
"ENSRNOG00000033573",1
"ENSRNOG00000029895",0
"ENSRNOG00000005792",0
"ENSRNOG00000023874",445
"ENSRNOG00000063286",0
"ENSRNOG00000007422",121
"ENSRNOG00000028674",538
"ENSRNOG00000016488",476
"ENSRNOG00000009289",864
"ENSRNOG00000071101",2654
"ENSRNOG00000015396",6382
"ENSRNOG00000024808",81
"ENSRNOG00000014387",1116
"ENSRNOG00000018231",1615
"ENSRNOG00000007692",936
"ENSRNOG00000029799",1616
"ENSRNOG00000009334",289
"ENSRNOG00000013479",2295
"ENSRNOG00000031760",536
"ENSRNOG00000037124",70
"ENSRNOG00000009421",893
"ENSRNOG00000025580",2031
"ENSRNOG00000018876",387
"ENSRNOG00000018111",48
"ENSRNOG00000005178",0
"ENSRNOG00000037203",0
"ENSRNOG00000004731",6
"ENSRNOG00000009425",64
"ENSRNOG00000006641",7
"ENSRNOG00000010574",896
"ENSRNOG00000006077",1586
"ENSRNOG00000017123",10338
"ENSRNOG00000004703",0
"ENSRNOG00000009593",177
"ENSRNOG00000067444",22867
"ENSRNOG00000053122",36
"ENSRNOG00000007221",214
"ENSRNOG00000043037",229
"ENSRNOG00000009446",578
"ENSRNOG00000013529",616
"ENSRNOG00000065707",0
"ENSRNOG00000006037",0
"ENSRNOG00000065372",0
"ENSRNOG00000026775",596
"ENSRNOG00000014152",182
"ENSRNOG00000063085",0
"ENSRNOG00000037302",76
"ENSRNOG00000011353",0
"ENSRNOG00000009549",1212
"ENSRNOG00000020086",759
"ENSRNOG00000028196",93
"ENSRNOG00000007906",516
"ENSRNOG00000006916",725
"ENSRNOG00000063276",0
"ENSRNOG00000066633",0
"ENSRNOG00000019039",354
"ENSRNOG00000010791",17
"ENSRNOG00000004898",1
"ENSRNOG00000005059",338
"ENSRNOG00000006639",1
"ENSRNOG00000014710",4
"ENSRNOG00000012262",161
"ENSRNOG00000028112",0
"ENSRNOG00000070974",299
"ENSRNOG00000054314",14
"ENSRNOG00000000172",1047
"ENSRNOG00000026053",2965
"ENSRNOG00000062398",0
"ENSRNOG00000000168",166
"ENSRNOG00000019122",6827
"ENSRNOG00000005334",185
"ENSRNOG00000011690",245
"ENSRNOG00000055449",0
"ENSRNOG00000029342",0
"ENSRNOG00000015599",6
"ENSRNOG00000060005",1141
"ENSRNOG00000062684",0
"ENSRNOG00000064484",2
"ENSRNOG00000018747",2173
"ENSRNOG00000051627",501
"ENSRNOG00000066394",0
"ENSRNOG00000015636",188
"ENSRNOG00000064346",0
"ENSRNOG00000043494",0
"ENSRNOG00000016459",469
"ENSRNOG00000067536",0
"ENSRNOG00000067433",0
"ENSRNOG00000068386",0
"ENSRNOG00000070193",48
"ENSRNOG00000016357",1529
"ENSRNOG00000017513",179
"ENSRNOG00000031478",0
"ENSRNOG00000065412",0
"ENSRNOG00000005021",409
"ENSRNOG00000070991",0
"ENSRNOG00000008297",459
"ENSRNOG00000050072",60
"ENSRNOG00000017663",234
"ENSRNOG00000062919",0
"ENSRNOG00000071011",0
"ENSRNOG00000066832",551
"ENSRNOG00000019099",264
"ENSRNOG00000021954",1202
"ENSRNOG00000019110",0
"ENSRNOG00000007447",70
"ENSRNOG00000010883",247
"ENSRNOG00000018427",0
"ENSRNOG00000008912",1773
"ENSRNOG00000027596",1299
"ENSRNOG00000068716",0
"ENSRNOG00000017550",129
"ENSRNOG00000059260",17
"ENSRNOG00000065438",0
"ENSRNOG00000032386",0
"ENSRNOG00000004938",0
"ENSRNOG00000004740",491
"ENSRNOG00000012175",11
"ENSRNOG00000012697",9
"ENSRNOG00000005018",156
"ENSRNOG00000005366",15
"ENSRNOG00000008629",1561
"ENSRNOG00000054560",38
"ENSRNOG00000071044",79
"ENSRNOG00000012761",0
"ENSRNOG00000015854",20
"ENSRNOG00000064432",33
"ENSRNOG00000010981",983
"ENSRNOG00000017061",1
"ENSRNOG00000068044",1
"ENSRNOG00000014011",0
"ENSRNOG00000046655",0
"ENSRNOG00000004614",0
"ENSRNOG00000033429",9
"ENSRNOG00000059243",66
"ENSRNOG00000009342",0
"ENSRNOG00000012906",0
"ENSRNOG00000064158",29
"ENSRNOG00000007981",240
"ENSRNOG00000065620",20
"ENSRNOG00000011652",822
"ENSRNOG00000063763",0
"ENSRNOG00000068416",2
"ENSRNOG00000013209",0
"ENSRNOG00000066103",0
"ENSRNOG00000062482",0
"ENSRNOG00000063885",28
"ENSRNOG00000022514",449
"ENSRNOG00000007127",139
"ENSRNOG00000067722",0
"ENSRNOG00000008484",9
"ENSRNOG00000060571",3557
"ENSRNOG00000013933",388
"ENSRNOG00000007285",45
"ENSRNOG00000009196",1743
"ENSRNOG00000048433",0
"ENSRNOG00000050650",52
"ENSRNOG00000062737",0
"ENSRNOG00000026604",32
"ENSRNOG00000009340",371
"ENSRNOG00000006952",0
"ENSRNOG00000005367",0
"ENSRNOG00000067798",0
"ENSRNOG00000057545",0
"ENSRNOG00000005679",1
"ENSRNOG00000018687",497
"ENSRNOG00000064408",0
"ENSRNOG00000009346",207
"ENSRNOG00000029508",0
"ENSRNOG00000010975",3220
"ENSRNOG00000049034",758
"ENSRNOG00000010219",739
"ENSRNOG00000010993",345
"ENSRNOG00000069270",15
"ENSRNOG00000010897",1525
"ENSRNOG00000039315",1
"ENSRNOG00000012750",1
"ENSRNOG00000023589",936
"ENSRNOG00000050262",0
"ENSRNOG00000043189",327
"ENSRNOG00000009402",1374
"ENSRNOG00000006227",283
"ENSRNOG00000007302",14328
"ENSRNOG00000049484",57
"ENSRNOG00000026691",200
"ENSRNOG00000015420",1120
"ENSRNOG00000011732",777
"ENSRNOG00000025296",889
"ENSRNOG00000042269",19
"ENSRNOG00000009403",332
"ENSRNOG00000029470",98
"ENSRNOG00000039777",169
"ENSRNOG00000047356",4254
