"","LHNS1_aligned.bam"
"ENSRNOG00000009936",1249
"ENSRNOG00000070854",0
"ENSRNOG00000015192",257
"ENSRNOG00000050620",0
"ENSRNOG00000021787",331
"ENSRNOG00000063782",1
"ENSRNOG00000066179",0
"ENSRNOG00000007477",0
"ENSRNOG00000055021",0
"ENSRNOG00000023721",24
"ENSRNOG00000058297",0
"ENSRNOG00000056952",0
"ENSRNOG00000025394",4160
"ENSRNOG00000065334",1
"ENSRNOG00000066958",92
"ENSRNOG00000051455",0
"ENSRNOG00000037081",0
"ENSRNOG00000065702",0
"ENSRNOG00000057475",0
"ENSRNOG00000050860",1
"ENSRNOG00000055571",0
"ENSRNOG00000007946",590
"ENSRNOG00000005996",0
"ENSRNOG00000056181",0
"ENSRNOG00000058161",0
"ENSRNOG00000062893",0
"ENSRNOG00000061153",0
"ENSRNOG00000057546",0
"ENSRNOG00000018567",847
"ENSRNOG00000005762",1394
"ENSRNOG00000064287",0
"ENSRNOG00000062495",1
"ENSRNOG00000068900",12
"ENSRNOG00000055576",0
"ENSRNOG00000007415",191
"ENSRNOG00000067446",0
"ENSRNOG00000059024",0
"ENSRNOG00000005116",4882
"ENSRNOG00000053436",3
"ENSRNOG00000052617",1
"ENSRNOG00000064018",0
"ENSRNOG00000065927",0
"ENSRNOG00000018901",662
"ENSRNOG00000060842",18
"ENSRNOG00000056200",5
"ENSRNOG00000008859",569
"ENSRNOG00000005766",857
"ENSRNOG00000021242",965
"ENSRNOG00000054081",17
"ENSRNOG00000065735",98
"ENSRNOG00000062408",0
"ENSRNOG00000064779",0
"ENSRNOG00000023935",3
"ENSRNOG00000057313",21
"ENSRNOG00000064701",588
"ENSRNOG00000057048",0
"ENSRNOG00000035591",2
"ENSRNOG00000040429",0
"ENSRNOG00000062268",7
"ENSRNOG00000009191",0
"ENSRNOG00000006763",896
"ENSRNOG00000036445",0
"ENSRNOG00000008552",51
"ENSRNOG00000041411",0
"ENSRNOG00000066687",0
"ENSRNOG00000015756",254
"ENSRNOG00000016033",57
"ENSRNOG00000035452",2
"ENSRNOG00000008346",3
"ENSRNOG00000035542",0
"ENSRNOG00000035554",2
"ENSRNOG00000035563",0
"ENSRNOG00000070181",0
"ENSRNOG00000056184",48
"ENSRNOG00000025711",187
"ENSRNOG00000005498",0
"ENSRNOG00000059414",0
"ENSRNOG00000025997",836
"ENSRNOG00000006767",2
"ENSRNOG00000035566",0
"ENSRNOG00000004560",4
"ENSRNOG00000068538",0
"ENSRNOG00000036443",0
"ENSRNOG00000004966",0
"ENSRNOG00000008825",1475
"ENSRNOG00000000012",0
"ENSRNOG00000035570",1
"ENSRNOG00000012987",0
"ENSRNOG00000032778",130
"ENSRNOG00000049532",0
"ENSRNOG00000018899",0
"ENSRNOG00000061850",0
"ENSRNOG00000048524",0
"ENSRNOG00000007359",80
"ENSRNOG00000053607",322
"ENSRNOG00000009588",0
"ENSRNOG00000049688",2
"ENSRNOG00000018286",1
"ENSRNOG00000035619",0
"ENSRNOG00000016097",1
"ENSRNOG00000035630",0
"ENSRNOG00000064324",0
"ENSRNOG00000006830",0
"ENSRNOG00000035496",0
"ENSRNOG00000001510",3
"ENSRNOG00000022033",0
"ENSRNOG00000005990",185
"ENSRNOG00000008091",61
"ENSRNOG00000035593",0
"ENSRNOG00000048914",2
"ENSRNOG00000001596",1828
"ENSRNOG00000009951",174
"ENSRNOG00000006961",1377
"ENSRNOG00000023393",1721
"ENSRNOG00000052954",0
"ENSRNOG00000008165",316
"ENSRNOG00000007528",0
"ENSRNOG00000028187",0
"ENSRNOG00000054086",0
"ENSRNOG00000023477",0
"ENSRNOG00000047374",10975
"ENSRNOG00000025286",232
"ENSRNOG00000008837",2
"ENSRNOG00000018991",1946
"ENSRNOG00000060479",530
"ENSRNOG00000008534",18
"ENSRNOG00000056984",523
"ENSRNOG00000010068",104
"ENSRNOG00000026061",1
"ENSRNOG00000009331",1
"ENSRNOG00000018485",28
"ENSRNOG00000042373",0
"ENSRNOG00000007532",332
"ENSRNOG00000008822",6528
"ENSRNOG00000069925",48
"ENSRNOG00000001580",94
"ENSRNOG00000025889",24
"ENSRNOG00000012166",4
"ENSRNOG00000022015",160
"ENSRNOG00000062644",0
"ENSRNOG00000066055",0
"ENSRNOG00000007710",317
"ENSRNOG00000050946",134
"ENSRNOG00000001559",205
"ENSRNOG00000022938",198
"ENSRNOG00000017824",574
"ENSRNOG00000012419",14
"ENSRNOG00000009528",2
"ENSRNOG00000050204",189
"ENSRNOG00000036898",0
"ENSRNOG00000005668",295
"ENSRNOG00000009735",0
"ENSRNOG00000012798",449
"ENSRNOG00000023154",0
"ENSRNOG00000024693",0
"ENSRNOG00000005307",5
"ENSRNOG00000009245",86
"ENSRNOG00000067863",0
"ENSRNOG00000005132",0
"ENSRNOG00000063156",0
"ENSRNOG00000026111",2
"ENSRNOG00000036897",0
"ENSRNOG00000013973",21
"ENSRNOG00000068771",0
"ENSRNOG00000021560",0
"ENSRNOG00000013837",811
"ENSRNOG00000014050",178
"ENSRNOG00000064796",0
"ENSRNOG00000058983",0
"ENSRNOG00000023352",5
"ENSRNOG00000031951",13
"ENSRNOG00000054405",0
"ENSRNOG00000001587",0
"ENSRNOG00000036870",0
"ENSRNOG00000069591",5
"ENSRNOG00000001581",59
"ENSRNOG00000005281",489
"ENSRNOG00000070431",0
"ENSRNOG00000014230",2566
"ENSRNOG00000007622",317
"ENSRNOG00000046585",185
"ENSRNOG00000067347",0
"ENSRNOG00000006241",649
"ENSRNOG00000011457",0
"ENSRNOG00000019047",916
"ENSRNOG00000057756",577
"ENSRNOG00000019299",228
"ENSRNOG00000021243",7
"ENSRNOG00000055226",1513
"ENSRNOG00000069524",4
"ENSRNOG00000048056",35
"ENSRNOG00000006623",367
"ENSRNOG00000011726",0
"ENSRNOG00000006002",666
"ENSRNOG00000005008",1
"ENSRNOG00000032195",15
"ENSRNOG00000043149",0
"ENSRNOG00000071098",0
"ENSRNOG00000017346",0
"ENSRNOG00000066809",0
"ENSRNOG00000063330",0
"ENSRNOG00000019467",0
"ENSRNOG00000062489",0
"ENSRNOG00000067142",0
"ENSRNOG00000065732",0
"ENSRNOG00000024412",0
"ENSRNOG00000009747",0
"ENSRNOG00000064071",0
"ENSRNOG00000009369",34
"ENSRNOG00000063708",0
"ENSRNOG00000066446",0
"ENSRNOG00000005359",0
"ENSRNOG00000065809",0
"ENSRNOG00000063795",0
"ENSRNOG00000069299",0
"ENSRNOG00000069133",0
"ENSRNOG00000014436",881
"ENSRNOG00000005950",0
"ENSRNOG00000018719",90
"ENSRNOG00000007911",0
"ENSRNOG00000062335",0
"ENSRNOG00000007816",23
"ENSRNOG00000069989",0
"ENSRNOG00000013243",0
"ENSRNOG00000062410",0
"ENSRNOG00000065893",98
"ENSRNOG00000018657",281
"ENSRNOG00000039210",0
"ENSRNOG00000067314",0
"ENSRNOG00000030763",0
"ENSRNOG00000047596",6
"ENSRNOG00000067265",0
"ENSRNOG00000066602",0
"ENSRNOG00000065951",0
"ENSRNOG00000065387",0
"ENSRNOG00000016352",1255
"ENSRNOG00000004649",0
"ENSRNOG00000046644",428
"ENSRNOG00000067924",0
"ENSRNOG00000068962",0
"ENSRNOG00000052968",452
"ENSRNOG00000007954",0
"ENSRNOG00000065239",0
"ENSRNOG00000007962",0
"ENSRNOG00000014573",10
"ENSRNOG00000007965",0
"ENSRNOG00000065830",0
"ENSRNOG00000050899",813
"ENSRNOG00000059965",0
"ENSRNOG00000068403",4
"ENSRNOG00000062527",0
"ENSRNOG00000042248",0
"ENSRNOG00000010104",963
"ENSRNOG00000065937",297
"ENSRNOG00000014845",0
"ENSRNOG00000009355",295
"ENSRNOG00000067990",0
"ENSRNOG00000031803",0
"ENSRNOG00000070601",0
"ENSRNOG00000017777",879
"ENSRNOG00000001547",177
"ENSRNOG00000005868",360
"ENSRNOG00000067752",4
"ENSRNOG00000063740",0
"ENSRNOG00000023064",18
"ENSRNOG00000066366",0
"ENSRNOG00000068131",2
"ENSRNOG00000019339",24
"ENSRNOG00000068529",0
"ENSRNOG00000063044",18
"ENSRNOG00000004858",0
"ENSRNOG00000063189",61
"ENSRNOG00000052498",5104
"ENSRNOG00000064033",0
"ENSRNOG00000015018",8634
"ENSRNOG00000046772",0
"ENSRNOG00000014034",916
"ENSRNOG00000036719",81
"ENSRNOG00000007567",8
"ENSRNOG00000063409",0
"ENSRNOG00000027015",1575
"ENSRNOG00000007977",0
"ENSRNOG00000001593",403
"ENSRNOG00000022868",10
"ENSRNOG00000010086",755
"ENSRNOG00000066934",0
"ENSRNOG00000062761",0
"ENSRNOG00000061129",325
"ENSRNOG00000067572",0
"ENSRNOG00000064233",7524
"ENSRNOG00000063025",0
"ENSRNOG00000061690",6
"ENSRNOG00000017405",2286
"ENSRNOG00000069264",0
"ENSRNOG00000013232",142
"ENSRNOG00000005049",6
"ENSRNOG00000006433",0
"ENSRNOG00000056063",4
"ENSRNOG00000027221",0
"ENSRNOG00000012682",16
"ENSRNOG00000064193",0
"ENSRNOG00000005727",1
"ENSRNOG00000066844",0
"ENSRNOG00000063285",0
"ENSRNOG00000051498",1188
"ENSRNOG00000064353",0
"ENSRNOG00000028708",1
"ENSRNOG00000071108",352
"ENSRNOG00000069830",18
"ENSRNOG00000017447",555
"ENSRNOG00000001578",51
"ENSRNOG00000067612",0
"ENSRNOG00000053144",1
"ENSRNOG00000070822",0
"ENSRNOG00000011202",0
"ENSRNOG00000001577",74
"ENSRNOG00000031834",6
"ENSRNOG00000063547",0
"ENSRNOG00000016708",191
"ENSRNOG00000018406",1313
"ENSRNOG00000067081",0
"ENSRNOG00000028616",0
"ENSRNOG00000063082",0
"ENSRNOG00000070279",2
"ENSRNOG00000026770",5
"ENSRNOG00000067568",0
"ENSRNOG00000068313",0
"ENSRNOG00000016583",4
"ENSRNOG00000064529",0
"ENSRNOG00000053098",0
"ENSRNOG00000036896",0
"ENSRNOG00000062816",0
"ENSRNOG00000007558",0
"ENSRNOG00000062999",0
"ENSRNOG00000024457",0
"ENSRNOG00000054557",620
"ENSRNOG00000036895",0
"ENSRNOG00000011624",23
"ENSRNOG00000064774",0
"ENSRNOG00000019987",883
"ENSRNOG00000063995",0
"ENSRNOG00000019992",1353
"ENSRNOG00000065729",431
"ENSRNOG00000056853",1228
"ENSRNOG00000061768",1
"ENSRNOG00000024595",633
"ENSRNOG00000065798",0
"ENSRNOG00000060010",190
"ENSRNOG00000010326",46
"ENSRNOG00000066950",0
"ENSRNOG00000019848",1865
"ENSRNOG00000063125",0
"ENSRNOG00000059919",159
"ENSRNOG00000012651",316
"ENSRNOG00000063947",0
"ENSRNOG00000043258",0
"ENSRNOG00000016288",333
"ENSRNOG00000053332",8
"ENSRNOG00000070748",0
"ENSRNOG00000011798",1401
"ENSRNOG00000064674",0
"ENSRNOG00000016547",1289
"ENSRNOG00000032597",0
"ENSRNOG00000070703",0
"ENSRNOG00000008235",2
"ENSRNOG00000043150",13
"ENSRNOG00000016768",0
"ENSRNOG00000068000",0
"ENSRNOG00000008604",650
"ENSRNOG00000065767",0
"ENSRNOG00000001572",0
"ENSRNOG00000054245",0
"ENSRNOG00000070780",13
"ENSRNOG00000013339",227
"ENSRNOG00000065667",0
"ENSRNOG00000059153",0
"ENSRNOG00000012603",323
"ENSRNOG00000050277",832
"ENSRNOG00000020225",1884
"ENSRNOG00000013657",4
"ENSRNOG00000062899",0
"ENSRNOG00000065812",0
"ENSRNOG00000001597",723
"ENSRNOG00000064911",0
"ENSRNOG00000064654",0
"ENSRNOG00000053430",1
"ENSRNOG00000014424",0
"ENSRNOG00000064180",0
"ENSRNOG00000062312",0
"ENSRNOG00000008596",8
"ENSRNOG00000068113",0
"ENSRNOG00000019065",0
"ENSRNOG00000015067",480
"ENSRNOG00000063322",0
"ENSRNOG00000027513",881
"ENSRNOG00000063792",0
"ENSRNOG00000001588",248
"ENSRNOG00000063578",0
"ENSRNOG00000024815",3
"ENSRNOG00000038165",1
"ENSRNOG00000067615",0
"ENSRNOG00000062563",0
"ENSRNOG00000034174",0
"ENSRNOG00000001514",112
"ENSRNOG00000065210",0
"ENSRNOG00000069009",0
"ENSRNOG00000015558",0
"ENSRNOG00000004861",287
"ENSRNOG00000065773",0
"ENSRNOG00000013992",174
"ENSRNOG00000069927",0
"ENSRNOG00000015202",2605
"ENSRNOG00000064935",0
"ENSRNOG00000030212",35
"ENSRNOG00000067933",0
"ENSRNOG00000010275",43
"ENSRNOG00000005609",0
"ENSRNOG00000067390",0
"ENSRNOG00000006112",0
"ENSRNOG00000069529",0
"ENSRNOG00000066625",0
"ENSRNOG00000060449",82
"ENSRNOG00000015637",4
"ENSRNOG00000014235",153
"ENSRNOG00000054497",509
"ENSRNOG00000049336",55
"ENSRNOG00000017939",358
"ENSRNOG00000007341",61
"ENSRNOG00000051420",518
"ENSRNOG00000069601",0
"ENSRNOG00000014592",125
"ENSRNOG00000050123",0
"ENSRNOG00000006654",0
"ENSRNOG00000057245",5
"ENSRNOG00000061249",0
"ENSRNOG00000016062",248
"ENSRNOG00000052405",0
"ENSRNOG00000065177",0
"ENSRNOG00000064679",0
"ENSRNOG00000015359",0
"ENSRNOG00000062804",0
"ENSRNOG00000047874",662
"ENSRNOG00000009354",35
"ENSRNOG00000067869",0
"ENSRNOG00000010894",364
"ENSRNOG00000065868",0
"ENSRNOG00000040284",0
"ENSRNOG00000030476",2898
"ENSRNOG00000050697",1
"ENSRNOG00000042556",403
"ENSRNOG00000001548",2414
"ENSRNOG00000070103",0
"ENSRNOG00000046151",0
"ENSRNOG00000063457",0
"ENSRNOG00000022490",560
"ENSRNOG00000024846",298
"ENSRNOG00000016989",481
"ENSRNOG00000007492",8196
"ENSRNOG00000046473",0
"ENSRNOG00000067028",0
"ENSRNOG00000013267",312
"ENSRNOG00000069882",0
"ENSRNOG00000030143",127
"ENSRNOG00000046849",0
"ENSRNOG00000065516",0
"ENSRNOG00000067266",0
"ENSRNOG00000069995",0
"ENSRNOG00000033799",0
"ENSRNOG00000012722",856
"ENSRNOG00000049460",0
"ENSRNOG00000029787",0
"ENSRNOG00000055984",2061
"ENSRNOG00000032102",0
"ENSRNOG00000019340",183
"ENSRNOG00000029627",537
"ENSRNOG00000028690",2159
"ENSRNOG00000062692",0
"ENSRNOG00000013371",0
"ENSRNOG00000048601",4
"ENSRNOG00000027533",6
"ENSRNOG00000027510",0
"ENSRNOG00000053691",18664
"ENSRNOG00000064291",0
"ENSRNOG00000069831",1
"ENSRNOG00000018288",2128
"ENSRNOG00000068577",3
"ENSRNOG00000046568",24
"ENSRNOG00000069411",17
"ENSRNOG00000005109",0
"ENSRNOG00000029793",0
"ENSRNOG00000064950",140
"ENSRNOG00000005951",65
"ENSRNOG00000065751",0
"ENSRNOG00000067302",23
"ENSRNOG00000007605",1301
"ENSRNOG00000023181",72
"ENSRNOG00000065953",0
"ENSRNOG00000017404",591
"ENSRNOG00000028492",1
"ENSRNOG00000023090",0
"ENSRNOG00000028543",2676
"ENSRNOG00000017843",360
"ENSRNOG00000067031",0
"ENSRNOG00000016248",0
"ENSRNOG00000029423",925
"ENSRNOG00000069321",62
"ENSRNOG00000013003",0
"ENSRNOG00000031453",856
"ENSRNOG00000059460",163
"ENSRNOG00000052519",15
"ENSRNOG00000055484",0
"ENSRNOG00000070077",1
"ENSRNOG00000068234",0
"ENSRNOG00000009376",0
"ENSRNOG00000034115",0
"ENSRNOG00000030468",0
"ENSRNOG00000036813",196
"ENSRNOG00000009227",1
"ENSRNOG00000068114",0
"ENSRNOG00000067898",0
"ENSRNOG00000031811",0
"ENSRNOG00000064459",0
"ENSRNOG00000065446",0
"ENSRNOG00000066979",0
"ENSRNOG00000068209",0
"ENSRNOG00000034047",0
"ENSRNOG00000049954",0
"ENSRNOG00000065296",0
"ENSRNOG00000069515",0
"ENSRNOG00000007583",1971
"ENSRNOG00000037837",0
"ENSRNOG00000037834",0
"ENSRNOG00000009693",0
"ENSRNOG00000006395",2
"ENSRNOG00000010052",0
"ENSRNOG00000009526",0
"ENSRNOG00000036934",636
"ENSRNOG00000064583",0
"ENSRNOG00000061609",0
"ENSRNOG00000030662",0
"ENSRNOG00000006236",66
"ENSRNOG00000051828",0
"ENSRNOG00000058567",0
"ENSRNOG00000063901",5
"ENSRNOG00000060260",0
"ENSRNOG00000034031",0
"ENSRNOG00000049901",0
"ENSRNOG00000033994",0
"ENSRNOG00000007827",11
"ENSRNOG00000045634",0
"ENSRNOG00000015794",95
"ENSRNOG00000015393",0
"ENSRNOG00000015696",92
"ENSRNOG00000025238",0
"ENSRNOG00000010417",87
"ENSRNOG00000024437",1415
"ENSRNOG00000024923",120
"ENSRNOG00000063306",0
"ENSRNOG00000012880",480
"ENSRNOG00000010538",520
"ENSRNOG00000012923",642
"ENSRNOG00000020246",12684
"ENSRNOG00000010625",54
"ENSRNOG00000012956",110
"ENSRNOG00000017086",121
"ENSRNOG00000063087",2599
"ENSRNOG00000069424",0
"ENSRNOG00000066059",0
"ENSRNOG00000063436",0
"ENSRNOG00000070108",0
"ENSRNOG00000069317",0
"ENSRNOG00000069667",0
"ENSRNOG00000062823",0
"ENSRNOG00000068434",0
"ENSRNOG00000005898",0
"ENSRNOG00000063311",0
"ENSRNOG00000021949",0
"ENSRNOG00000021920",0
"ENSRNOG00000071089",0
"ENSRNOG00000010179",0
"ENSRNOG00000069875",1
"ENSRNOG00000021658",0
"ENSRNOG00000068369",0
"ENSRNOG00000014429",730
"ENSRNOG00000014798",862
"ENSRNOG00000058658",1588
"ENSRNOG00000028215",479
"ENSRNOG00000059846",0
"ENSRNOG00000065166",0
"ENSRNOG00000067074",0
"ENSRNOG00000053266",0
"ENSRNOG00000065851",0
"ENSRNOG00000062725",0
"ENSRNOG00000058802",0
"ENSRNOG00000067376",11
"ENSRNOG00000062330",0
"ENSRNOG00000056867",0
"ENSRNOG00000009155",279
"ENSRNOG00000066442",0
"ENSRNOG00000068132",0
"ENSRNOG00000067253",0
"ENSRNOG00000066113",0
"ENSRNOG00000062921",0
"ENSRNOG00000068952",0
"ENSRNOG00000060254",0
"ENSRNOG00000009397",301
"ENSRNOG00000056350",9
"ENSRNOG00000061517",0
"ENSRNOG00000069001",0
"ENSRNOG00000054178",0
"ENSRNOG00000067931",13
"ENSRNOG00000053758",1
"ENSRNOG00000057896",0
"ENSRNOG00000053318",0
"ENSRNOG00000009723",397
"ENSRNOG00000060304",0
"ENSRNOG00000069333",0
"ENSRNOG00000063509",0
"ENSRNOG00000057181",0
"ENSRNOG00000064895",0
"ENSRNOG00000052528",0
"ENSRNOG00000053730",0
"ENSRNOG00000057217",0
"ENSRNOG00000058017",0
"ENSRNOG00000061392",0
"ENSRNOG00000008467",0
"ENSRNOG00000065636",0
"ENSRNOG00000058635",0
"ENSRNOG00000060700",0
"ENSRNOG00000055165",0
"ENSRNOG00000064572",0
"ENSRNOG00000070539",0
"ENSRNOG00000065355",0
"ENSRNOG00000057737",6
"ENSRNOG00000061689",0
"ENSRNOG00000053257",0
"ENSRNOG00000051919",0
"ENSRNOG00000063274",0
"ENSRNOG00000056775",0
"ENSRNOG00000059287",0
"ENSRNOG00000056709",0
"ENSRNOG00000062752",0
"ENSRNOG00000054556",0
"ENSRNOG00000058974",0
"ENSRNOG00000069316",0
"ENSRNOG00000064743",12433
"ENSRNOG00000069960",9
"ENSRNOG00000062337",162357
"ENSRNOG00000064311",0
"ENSRNOG00000070537",0
"ENSRNOG00000015285",419
"ENSRNOG00000064600",0
"ENSRNOG00000053739",0
"ENSRNOG00000071124",0
"ENSRNOG00000051556",0
"ENSRNOG00000055988",0
"ENSRNOG00000052329",0
"ENSRNOG00000070840",0
"ENSRNOG00000051794",0
"ENSRNOG00000065344",0
"ENSRNOG00000061411",0
"ENSRNOG00000070340",0
"ENSRNOG00000070766",0
"ENSRNOG00000054047",0
"ENSRNOG00000056813",0
"ENSRNOG00000063896",0
"ENSRNOG00000054708",0
"ENSRNOG00000064326",0
"ENSRNOG00000060698",0
"ENSRNOG00000053336",0
"ENSRNOG00000059523",0
"ENSRNOG00000065124",0
"ENSRNOG00000053475",0
"ENSRNOG00000052086",0
"ENSRNOG00000062753",0
"ENSRNOG00000066102",0
"ENSRNOG00000059174",0
"ENSRNOG00000069379",1
"ENSRNOG00000065949",0
"ENSRNOG00000058281",1
"ENSRNOG00000066419",0
"ENSRNOG00000056973",6
"ENSRNOG00000065896",0
"ENSRNOG00000058689",0
"ENSRNOG00000053480",0
"ENSRNOG00000058037",0
"ENSRNOG00000053815",0
"ENSRNOG00000053851",0
"ENSRNOG00000056125",0
"ENSRNOG00000065708",0
"ENSRNOG00000068166",0
"ENSRNOG00000071177",0
"ENSRNOG00000057105",1
"ENSRNOG00000059003",0
"ENSRNOG00000006669",0
"ENSRNOG00000051675",0
"ENSRNOG00000065635",0
"ENSRNOG00000054461",0
"ENSRNOG00000052295",0
"ENSRNOG00000067981",2
"ENSRNOG00000006706",0
"ENSRNOG00000067405",3
"ENSRNOG00000070841",2
"ENSRNOG00000069917",3
"ENSRNOG00000006716",0
"ENSRNOG00000051785",0
"ENSRNOG00000060319",0
"ENSRNOG00000047981",0
"ENSRNOG00000069972",0
"ENSRNOG00000043148",0
"ENSRNOG00000016067",1531
"ENSRNOG00000016325",0
"ENSRNOG00000062667",0
"ENSRNOG00000005413",5444
"ENSRNOG00000007732",587
"ENSRNOG00000008674",88
"ENSRNOG00000068495",0
"ENSRNOG00000065980",0
"ENSRNOG00000068843",0
"ENSRNOG00000000047",293
"ENSRNOG00000008000",0
"ENSRNOG00000017422",828
"ENSRNOG00000017737",849
"ENSRNOG00000010495",793
"ENSRNOG00000034025",502
"ENSRNOG00000007241",1130
"ENSRNOG00000007989",0
"ENSRNOG00000069579",12
"ENSRNOG00000029798",0
"ENSRNOG00000000008",0
"ENSRNOG00000008944",4750
"ENSRNOG00000070512",0
"ENSRNOG00000066316",0
"ENSRNOG00000009689",984
"ENSRNOG00000017556",2
"ENSRNOG00000017560",1
"ENSRNOG00000037567",87
"ENSRNOG00000004623",1
"ENSRNOG00000006353",6
"ENSRNOG00000006539",239
"ENSRNOG00000006884",0
"ENSRNOG00000058478",576
"ENSRNOG00000010379",2155
"ENSRNOG00000007478",1123
"ENSRNOG00000011208",43
"ENSRNOG00000011414",1747
"ENSRNOG00000031275",64
"ENSRNOG00000011981",1322
"ENSRNOG00000004639",203
"ENSRNOG00000021678",408
"ENSRNOG00000005191",898
"ENSRNOG00000009630",860
"ENSRNOG00000004666",8
"ENSRNOG00000036864",5
"ENSRNOG00000009199",346
"ENSRNOG00000068949",33
"ENSRNOG00000049208",7
"ENSRNOG00000042533",3
"ENSRNOG00000069924",0
"ENSRNOG00000070459",564
"ENSRNOG00000016037",0
"ENSRNOG00000048701",1106
"ENSRNOG00000016610",8312
"ENSRNOG00000050529",172
"ENSRNOG00000064257",1
"ENSRNOG00000025067",54
"ENSRNOG00000016984",2056
"ENSRNOG00000004451",0
"ENSRNOG00000068305",329
"ENSRNOG00000005348",8
"ENSRNOG00000053869",0
"ENSRNOG00000010312",0
"ENSRNOG00000064332",0
"ENSRNOG00000007484",0
"ENSRNOG00000067719",16
"ENSRNOG00000067055",1
"ENSRNOG00000063773",1
"ENSRNOG00000069165",0
"ENSRNOG00000062319",2
"ENSRNOG00000010963",1
"ENSRNOG00000069090",0
"ENSRNOG00000066343",3
"ENSRNOG00000067023",4
"ENSRNOG00000065376",31
"ENSRNOG00000069349",3
"ENSRNOG00000058055",0
"ENSRNOG00000066007",1
"ENSRNOG00000068825",232
"ENSRNOG00000069700",17
"ENSRNOG00000063761",27
"ENSRNOG00000006063",993
"ENSRNOG00000067544",0
"ENSRNOG00000067396",0
"ENSRNOG00000070205",0
"ENSRNOG00000067522",0
"ENSRNOG00000070744",0
"ENSRNOG00000065622",0
"ENSRNOG00000066142",0
"ENSRNOG00000065744",25
"ENSRNOG00000064637",0
"ENSRNOG00000063318",0
"ENSRNOG00000066238",0
"ENSRNOG00000067765",0
"ENSRNOG00000067455",0
"ENSRNOG00000062687",1
"ENSRNOG00000052005",0
"ENSRNOG00000067731",2
"ENSRNOG00000064969",17
"ENSRNOG00000070210",17
"ENSRNOG00000068169",0
"ENSRNOG00000067380",0
"ENSRNOG00000067089",328
"ENSRNOG00000070157",0
"ENSRNOG00000064136",7547
"ENSRNOG00000009401",0
"ENSRNOG00000064341",25
"ENSRNOG00000026636",0
"ENSRNOG00000062648",36
"ENSRNOG00000069159",9
"ENSRNOG00000008510",316
"ENSRNOG00000066737",6
"ENSRNOG00000068911",0
"ENSRNOG00000069378",1
"ENSRNOG00000069611",4
"ENSRNOG00000069146",2
"ENSRNOG00000065046",22
"ENSRNOG00000068078",6
"ENSRNOG00000068246",0
"ENSRNOG00000011358",1944
"ENSRNOG00000065681",0
"ENSRNOG00000063367",0
"ENSRNOG00000070813",0
"ENSRNOG00000061836",0
"ENSRNOG00000068032",0
"ENSRNOG00000063540",26
"ENSRNOG00000067112",1
"ENSRNOG00000066122",3
"ENSRNOG00000070761",0
"ENSRNOG00000067412",0
"ENSRNOG00000064915",154
"ENSRNOG00000063568",1
"ENSRNOG00000067896",0
"ENSRNOG00000070221",0
"ENSRNOG00000070795",0
"ENSRNOG00000062964",0
"ENSRNOG00000065897",168
"ENSRNOG00000052827",11
"ENSRNOG00000064762",68
"ENSRNOG00000065163",231
"ENSRNOG00000063354",1
"ENSRNOG00000068686",30
"ENSRNOG00000069326",0
"ENSRNOG00000068224",66
"ENSRNOG00000054061",0
"ENSRNOG00000070815",0
"ENSRNOG00000064472",0
"ENSRNOG00000070490",72
"ENSRNOG00000062511",0
"ENSRNOG00000068942",0
"ENSRNOG00000063325",7
"ENSRNOG00000062704",0
"ENSRNOG00000066285",0
"ENSRNOG00000070057",2
"ENSRNOG00000066525",0
"ENSRNOG00000067868",0
"ENSRNOG00000062925",0
"ENSRNOG00000063654",0
"ENSRNOG00000069787",84
"ENSRNOG00000068062",0
"ENSRNOG00000070411",9
"ENSRNOG00000064076",2
"ENSRNOG00000067710",3
"ENSRNOG00000053452",7
"ENSRNOG00000070254",0
"ENSRNOG00000063086",0
"ENSRNOG00000065083",0
"ENSRNOG00000068479",2
"ENSRNOG00000070295",0
"ENSRNOG00000064363",0
"ENSRNOG00000064963",0
"ENSRNOG00000070955",0
"ENSRNOG00000063662",1
"ENSRNOG00000070379",0
"ENSRNOG00000069367",7
"ENSRNOG00000064955",276
"ENSRNOG00000062419",0
"ENSRNOG00000065584",0
"ENSRNOG00000062501",0
"ENSRNOG00000063222",0
"ENSRNOG00000064512",5
"ENSRNOG00000063566",0
"ENSRNOG00000067277",0
"ENSRNOG00000068851",0
"ENSRNOG00000069642",5
"ENSRNOG00000066196",1
"ENSRNOG00000068429",0
"ENSRNOG00000069049",10
"ENSRNOG00000066025",1
"ENSRNOG00000069437",25
"ENSRNOG00000070640",0
"ENSRNOG00000070962",0
"ENSRNOG00000067626",0
"ENSRNOG00000070503",79
"ENSRNOG00000067060",0
"ENSRNOG00000050251",0
"ENSRNOG00000037160",22
"ENSRNOG00000069505",0
"ENSRNOG00000064610",1
"ENSRNOG00000065609",0
"ENSRNOG00000058578",0
"ENSRNOG00000064265",0
"ENSRNOG00000067465",3
"ENSRNOG00000070243",0
"ENSRNOG00000064821",2
"ENSRNOG00000062653",168
"ENSRNOG00000063658",2
"ENSRNOG00000066318",15
"ENSRNOG00000065212",2
"ENSRNOG00000068360",6
"ENSRNOG00000069833",3
"ENSRNOG00000070304",3
"ENSRNOG00000069580",1
"ENSRNOG00000070087",3
"ENSRNOG00000065411",654
"ENSRNOG00000067542",786
"ENSRNOG00000067833",2
"ENSRNOG00000070310",0
"ENSRNOG00000067192",219
